TodayDropBin,NextDayReturn
"(-0.2, -0.1]",1.0
"(-0.1, -0.07]",0.6666666666666666
"(-0.07, -0.05]",0.6
"(-0.05, -0.03]",0.5
"(-0.03, -0.01]",0.6266666666666667
"(-0.01, 0.0]",0.6065573770491803
"(0.0, 0.01]",0.3382352941176471
"(0.01, 0.03]",0.65
"(0.03, 0.05]",0.515625
"(0.05, 0.1]",0.625
"(0.1, 0.2]",0.3333333333333333
